name,type,star_rating,comment_count,az_metadata_date,description_html,description_short,package_name,highest_version_string,highest_version_code,description_short_length,description_html_length,star_range,description_html_clean,ROUGE-1_short_vs_html,ROUGE-2_short_vs_html,ROUGE-L_short_vs_html,cosine_short_vs_html,bart-base_pred
com.eFuture.LetsSmile5,{},4.625,9,2025-04-08 14:50:49.068201,"Let’s Smile is a seven-level primary English course for young EFL students. The course has fun and enjoyable stories, songs, and games to support and motivate students to learn English. Language targets are constantly linked and recycled to boost students’ confidence. With Let’s Smile, young students are inspired to smile and succeed together in today’s world.<br><br>Key Features<br>• Fun animated stories featuring friendly characters<br>• Animated songs and chants<br>• Fun and communicative games<br>• Twelve easy CLIL lessons<br>• Six World Link lessons linked to unit topics<br>• Extensive resources for teachers<br><br>Components<br>• Student Book<br>• Workbook<br>• Teacher’s Manual<br>• Teacher Flashcards<br>• App<br>• Let’s Smile Online<br><br>Level <br>Let’s Smile combines steady vocabulary and grammar progression with the functional objectives of the Common European Framework of Reference for Languages (CEFR) and Young Learners English (YLE) Tests.<br><br>Unit Flow<br>• Words and Grammar: Presents and explores the unit’s target vocabulary and grammar structures<br>• Conversation: Incorporates conversational language and unit targets in an authentic dialog, catchy song, and a collaborative game<br>• CLIL Lesson: Connects the target language to various school subjects for immersion and to demonstrate usefulness<br>• Unit Link: Links the target language with previous units for fun and stress-free consolidation<br>• World Link: Links target language with the world around us through lessons on world cultures, art, ecology, family, and more",Let’s Smile is a seven-level primary English course for young EFL students.,com.eFuture.LetsSmile5,1.0.1,25,75,1565,4-5,"Let’s Smile is a seven-level primary English course for young EFL students. The course has fun and enjoyable stories, songs, and games to support and motivate students to learn English. Language targets are constantly linked and recycled to boost students’ confidence. With Let’s Smile, young students are inspired to smile and succeed together in today’s world.Key Features• Fun animated stories featuring friendly characters• Animated songs and chants• Fun and communicative games• Twelve easy CLIL lessons• Six World Link lessons linked to unit topics• Extensive resources for teachersComponents• Student Book• Workbook• Teacher’s Manual• Teacher Flashcards• App• Let’s Smile OnlineLevel Let’s Smile combines steady vocabulary and grammar progression with the functional objectives of the Common European Framework of Reference for Languages (CEFR) and Young Learners English (YLE) Tests.Unit Flow• Words and Grammar: Presents and explores the unit’s target vocabulary and grammar structures• Conversation: Incorporates conversational language and unit targets in an authentic dialog, catchy song, and a collaborative game• CLIL Lesson: Connects the target language to various school subjects for immersion and to demonstrate usefulness• Unit Link: Links the target language with previous units for fun and stress-free consolidation• World Link: Links target language with the world around us through lessons on world cultures, art, ecology, family, and more",0.1206896551724138,0.1130434782608695,0.1206896551724138,0.77360064,"Let’s Smile is a seven-level primary English course for young EFL students. The course has fun and enjoyable stories, songs, and games to support and motivate students to learn English. Language targets are constantly linked and recycled to boost students’ confidence. The unit flow is designed to help students"
aa.co.uk,{},3.0693069,98,2023-12-03 15:34:34.842430,"Your new AA credit card app is now available.<br> <br>With the app, you’ll be able to stay on top of your spending, search and tag transactions, and choose how you make payments. You can be reassured that your money is safe, with security features built-in as standard.<br> <br>Here’s some of what you can expect:<br> <br>SMART SEARCH<br>Search for and tag transactions by merchant and location.<br> <br>SECURITY &amp; FRAUD PROTECTION<br>Freeze and unfreeze your card in the app or on the website.<br> <br>Note to customers: The first time you log in, you’ll need to verify your identity to start enjoying your new Credit Card app and online services.<br> <br>The AA Credit Card is provided by Jaja Finance Limited. Jaja Finance Limited is authorised and regulated by the Financial Conduct Authority with number 775979 and is a company registered in England and Wales with Company Number 09797750 at 3 Valentine Place, Southwark, London, SE1 8QH, United Kingdom.",The new credit card app from the AA helps you to manage your money securely.,aa.co.uk,6.2.1,3053,76,963,3-4,"Your new AA credit card app is now available. With the app, you’ll be able to stay on top of your spending, search and tag transactions, and choose how you make payments. You can be reassured that your money is safe, with security features built-in as standard. Here’s some of what you can expect: SMART SEARCHSearch for and tag transactions by merchant and location. SECURITY & FRAUD PROTECTIONFreeze and unfreeze your card in the app or on the website. Note to customers: The first time you log in, you’ll need to verify your identity to start enjoying your new Credit Card app and online services. The AA Credit Card is provided by Jaja Finance Limited. Jaja Finance Limited is authorised and regulated by the Financial Conduct Authority with number 775979 and is a company registered in England and Wales with Company Number 09797750 at 3 Valentine Place, Southwark, London, SE1 8QH, United Kingdom.",0.1403508771929824,0.059171597633136,0.1169590643274853,0.725098,"Your new AA credit card app is now available. With the app, you’ll be able to stay on top of your spending, search and tag transactions, and choose how you make payments. You can be reassured that your money is safe, with security features built-in as standard. Here’"
com.offroad.hill.climb,GAME,3.909091,8,2024-04-21 00:08:34.892958,"Offroad driving to the max! Climb steep, rocky mountains, traverse muddy swamps, drive up a hill and more! Complete multiple levels of increasingly difficult challenges and get to the finish line! <br><br>Features:<br>- 10 unique offroad cars to drive<br>- 25 exciting levels to complete<br>- Multiple settings to discover<br><br>Drive buggies, pickups, monster trucks and more! Use them to conquer offroad challenges in exciting and varied settings. Show your driving skills in the desert, taiga, jungle, and more! Unlock new cars and levels as you progress through the game and become an offroad racing champion!",Drive through mud! Climb mountains! Drive up a hill! Live the offroad!,com.offroad.hill.climb,0.0.55,335,70,614,3-4,"Offroad driving to the max! Climb steep, rocky mountains, traverse muddy swamps, drive up a hill and more! Complete multiple levels of increasingly difficult challenges and get to the finish line! Features:- 10 unique offroad cars to drive- 25 exciting levels to complete- Multiple settings to discoverDrive buggies, pickups, monster trucks and more! Use them to conquer offroad challenges in exciting and varied settings. Show your driving skills in the desert, taiga, jungle, and more! Unlock new cars and levels as you progress through the game and become an offroad racing champion!",0.1923076923076923,0.0588235294117647,0.1730769230769231,0.6581453,"Offroad driving to the max! Climb steep, rocky mountains, traverse muddy swamps, drive up a hill and more! Complete multiple levels of increasingly difficult challenges and get to the finish line! Features:- 10 unique offroad cars to drive- 25 exciting levels to complete- Multiple settings to discoverDrive bu"
com.oxy.twicemusiclyrics_kpopoffline,{},4.340000152587891,412,2020-05-21 20:37:40.605244,"If you’re a fan of Twice Songs then this app is for you! Sing along to your favorite Twice 트와이스 Songs! Also Lyrics from every TWICE albums and singles.<br>This application is very easy to use. You can play many Twice songs with lyrics. Play every Twice 트와이스 Albums and Singles, complete with Romanization and English translation. The best Korean music of the year.<br><br>Members of Twice 트와이스:<br>- Nayeon<br>- Jeongyeon<br>- Momo<br>- Sana<br>- Jihyo<br>- Mina<br>- Dahyun<br>- Chaeyoung<br>- Tzuyu<br><br>The best Korean music of the year.<br>Billboard Korea K-Pop.<br>The Best KPop Groups.<br>Learn Korean through K-POP<br>Learn Korean through Lyrics<br>Twice 트와이스 Lyrics<br><br>Kpop musics like:<br>♫ Cheer Up<br>♫ What is Love?<br>♫ Dance The Night Away<br>♫ YES or YES<br>♫ Chillax<br>♫ Candy Pop<br>♫ TT<br>♫ Likey<br>♫ Knock Knock<br>♫ Like OOH-AHH<br>♫ Signal<br>♫ Heart Shaker<br>♫ Merry &amp; Happy<br>♫ The Best Thing I Ever Did<br>And Many More...<br><br>- Offline App<br>- With lyrics<br>- Free App and Free Music<br>- Auto Replay<br>- Very easy to use",Sing along to your favorite Twice 트와이스 Songs with Lyrics,com.oxy.twicemusiclyrics_kpopoffline,2.2,9,56,1067,4-5,"If you’re a fan of Twice Songs then this app is for you! Sing along to your favorite Twice  Songs! Also Lyrics from every TWICE albums and singles.This application is very easy to use. You can play many Twice songs with lyrics. Play every Twice  Albums and Singles, complete with Romanization and English translation. The best Korean music of the year.Members of Twice :- Nayeon- Jeongyeon- Momo- Sana- Jihyo- Mina- Dahyun- Chaeyoung- TzuyuThe best Korean music of the year.Billboard Korea K-Pop.The Best KPop Groups.Learn Korean through K-POPLearn Korean through LyricsTwice  LyricsKpop musics like: Cheer Up What is Love? Dance The Night Away YES or YES Chillax Candy Pop TT Likey Knock Knock Like OOH-AHH Signal Heart Shaker Merry & Happy The Best Thing I Ever DidAnd Many More...- Offline App- With lyrics- Free App and Free Music- Auto Replay- Very easy to use",0.1132075471698113,0.1019108280254777,0.1132075471698113,0.66321486,If you’re a fan of Twice Songs then this app is for you! Sing along to your favorite Twice  Songs! Also Lyrics from every TWICE albums and singles.This application is very easy to use. You can play many Twice songs with lyrics. Play every Twice  Albums and Sing
com.absolutepets.android,{},3.4069767,57,2025-01-15 05:51:34.052147,"Shop the biggest range of premium pet care products from the world&#39;s best pet product brands via our easy-to-use and convenient Absolute Pets App. Easily set up repeat, auto-orders so you never forget to order dog food or cat food again, or receive delivery within as little as 60 minutes using our Go Fetch delivery service! You can also place an order for collection at one of our 141 stores across South Africa.",Shop the widest range of premium dog and cat food & pet products in South Africa,com.absolutepets.android,1.6.210,210,80,418,3-4,"Shop the biggest range of premium pet care products from the world's best pet product brands via our easy-to-use and convenient Absolute Pets App. Easily set up repeat, auto-orders so you never forget to order dog food or cat food again, or receive delivery within as little as 60 minutes using our Go Fetch delivery service! You can also place an order for collection at one of our 141 stores across South Africa.",0.2826086956521739,0.1333333333333333,0.217391304347826,0.72119546,"Shop the biggest range of premium pet care products from the world's best pet product brands via our easy-to-use and convenient Absolute Pets App. Easily set up repeat, auto-orders so you never forget to order dog food or cat food again, or receive delivery within as little as 60 minutes using"
com.dwabtech.vexvia,{},2.940594,142,2023-04-25 23:48:01.899632,"VEX via allows you to follow the progress and results of VEX Robotics Competition, VEX U, and VEX IQ Challenge events. Team lists, match schedules, match results, rankings, and skills challenge results are easy to access and can be sorted by event or by team. Result updates can be downloaded as the events unfold, and you can also register to receive instant score alerts for your favorite teams.","Use VEX via to follow the results of VIQC, VRC, and VEX U events",com.dwabtech.vexvia,1.7.7,30,64,397,2-3,"VEX via allows you to follow the progress and results of VEX Robotics Competition, VEX U, and VEX IQ Challenge events. Team lists, match schedules, match results, rankings, and skills challenge results are easy to access and can be sorted by event or by team. Result updates can be downloaded as the events unfold, and you can also register to receive instant score alerts for your favorite teams.",0.2682926829268293,0.15,0.2439024390243902,0.6600844,"VEX via allows you to follow the progress and results of VEX Robotics Competition, VEX U, and VEX IQ Challenge events. Team lists, match schedules, match results, rankings, and skills challenge results are easy to access and can be sorted by event or by team. Result updates can be downloaded"
com.vocano.emojiwallpaper,{},4.6,3,2020-05-30 07:01:51.423938,"“Emoji Wallpaper” is the free application that contains the most beautiful emoji, sticker images and the best cute for your beloved phone.<br>This app can work in offline mode, that is, you can change the emoji, sticker images on the splash screen of your device without an Internet connection. <br>You will find here a lot of wallpapers, sticker, funny, cute, beautiful, amusing and catchy emoji.<br><br>You can save or Share to Facebook, Twitter, Google+, Pinterest, Tumblr, Flickr, Stumble, Instagram Or Line with your Good Friends or whole family.<br><br>Best Top &quot;Emoji Wallpaper&quot; Mobile App 2018 and APK Free Download for Android.<br>Download “Emoji Wallpaper” and enjoy!!!<br><br> FEATURES <br>•	Easy to use and always FREE!<br>•	No need internet connection.<br>•	Does not affect battery performance.<br>•	Material design.<br>•	Use the images as wallpaper.<br>•	Share images.<br>•	Auto slide show images.<br><br>*** IMPORTANT: We make use of public images available on the internet, but if there is any of your property and you want to remove it, please contact us via email and send us your web page and photo links.<br>Please rate 5 stars ★★★★★ and leave feedback on comments to make the application more complete.<br>Thank you!!!",The free app contain the cute emoji images and the best quality,com.vocano.emojiwallpaper,1.1,2,63,1249,4-5,"“Emoji Wallpaper” is the free application that contains the most beautiful emoji, sticker images and the best cute for your beloved phone.This app can work in offline mode, that is, you can change the emoji, sticker images on the splash screen of your device without an Internet connection. You will find here a lot of wallpapers, sticker, funny, cute, beautiful, amusing and catchy emoji.You can save or Share to Facebook, Twitter, Google+, Pinterest, Tumblr, Flickr, Stumble, Instagram Or Line with your Good Friends or whole family.Best Top ""Emoji Wallpaper"" Mobile App 2018 and APK Free Download for Android.Download “Emoji Wallpaper” and enjoy!!! FEATURES •	Easy to use and always FREE!•	No need internet connection.•	Does not affect battery performance.•	Material design.•	Use the images as wallpaper.•	Share images.•	Auto slide show images.*** IMPORTANT: We make use of public images available on the internet, but if there is any of your property and you want to remove it, please contact us via email and send us your web page and photo links.Please rate 5 stars  and leave feedback on comments to make the application more complete.Thank you!!!",0.1083743842364532,0.0497512437810945,0.0886699507389162,0.76029205,"“Emoji Wallpaper” is the free application that contains the most beautiful emoji, sticker images and the best cute for your beloved phone. You will find here a lot of wallpapers, sticker, funny, cute, beautiful, amusing and catchy emoji.This app can work in offline mode,"
fr.corenting.edcompanion,{},4.2,5,2024-08-03 03:24:20.920257,"This is an unofficial companion app for the Elite : Dangerous game.<br><br>Features :<br><br>- Community goals informations from Inara, with optional push notifications for updates<br>- Galnet news (in English, German, Russian, French or Spanish)<br>- News from elitedangerous.com (in English, German, Russian, French or Spanish)<br>- Commander informations (credits balance, current system, ranks, ships) from Frontier API, EDSM or Inara<br>- Distance calculator (get the distance between two systems)<br>- Ship finder tool (find the nearest station selling a specific ship)<br>- Commodity finder tool (find the nearest station selling or buying a specific commodity)<br>- Outfitting finder tool (find the nearest station selling a specific outfitting)<br>- Systems search (see system informations, factions informations and influence history)<br>- Material design (light or dark theme)<br>- No ads, free and open-source","Community goals updates, in-game news, and CMDR informations for Elite:Dangerous",fr.corenting.edcompanion,2.30.2,74,80,921,4-5,"This is an unofficial companion app for the Elite : Dangerous game.Features :- Community goals informations from Inara, with optional push notifications for updates- Galnet news (in English, German, Russian, French or Spanish)- News from elitedangerous.com (in English, German, Russian, French or Spanish)- Commander informations (credits balance, current system, ranks, ships) from Frontier API, EDSM or Inara- Distance calculator (get the distance between two systems)- Ship finder tool (find the nearest station selling a specific ship)- Commodity finder tool (find the nearest station selling or buying a specific commodity)- Outfitting finder tool (find the nearest station selling a specific outfitting)- Systems search (see system informations, factions informations and influence history)- Material design (light or dark theme)- No ads, free and open-source",0.1641791044776119,0.0303030303030303,0.0895522388059701,0.52331585,"This is an unofficial companion app for the Elite : Dangerous game.Features :- Community news (in English, German, Russian, French or Spanish)- Community goals informations from Inara, with optional push notifications for updates- Galnet information from Frontier API, EDSM or Inara- Galactic news ("
com.arieshgs.SpaceshipWarGame4,GAME,4.04,94,2024-12-07 11:27:14.012444,"Many spaceship war games offline are available on Google Play, but this one is specially designed for players who are passionate about shooting spaceships and space wars game.<br><br>GAME FEATURES<br>* Slide your finger to move your spaceship.<br>* Spaceship war games offline.<br>* +30 enemy aliens.<br>* +5 skills to unlock.<br>* +100 epic quests.<br>* +10 of shooting spaceships.<br>* +50 fights against final bosses and space wars game.<br>* +3 difficulty levels.<br><br>If your passion is spaceship war games offline with fighting and shooting, don&#39;t waste any more time and download Spaceship Wargame 4 right now.",Spaceship Wargame 4 is a spaceship shooting games offline with space wars 3d.,com.arieshgs.SpaceshipWarGame4,1.0.1,1000001,77,623,4-5,"Many spaceship war games offline are available on Google Play, but this one is specially designed for players who are passionate about shooting spaceships and space wars game.GAME FEATURES* Slide your finger to move your spaceship.* Spaceship war games offline.* +30 enemy aliens.* +5 skills to unlock.* +100 epic quests.* +10 of shooting spaceships.* +50 fights against final bosses and space wars game.* +3 difficulty levels.If your passion is spaceship war games offline with fighting and shooting, don't waste any more time and download Spaceship Wargame 4 right now.",0.2095238095238095,0.0970873786407767,0.1333333333333333,0.77351904,GAME FEATURES* Slide your finger to move your spaceship.* Spaceship war games offline.* +30 enemy aliens.* +5 skills to unlock.* +100 epic quests.* +10 of shooting spaceships.* +50 fights against final bosses and space wars game.* +3 difficulty levels.If your passion is spaceship
laola.redbull,{},4.01,515,2025-04-09 15:53:48.607378,"The FC Red Bull Salzburg app offers exclusive content for fans and stadium visitors.<br><br>In addition to the essential features of a top club app, like live scores, News, the standings and many more, the application includes Augmented Reality-Features as well as innovative functions, like Stadium Vision.<br><br>All stadium visitors can enjoy LIVE-Features, which can only be used within the Red Bull Arena. Instant Replay of all important scenes and detailed player statistics make your stadium visit the perfect experience.<br><br><br>https://www.redbullsalzburg.at/en/imprint","The official App of the Austrian Soccer club ""FC Red Bull Salzburg"".",laola.redbull,5.2.12-R,5021200,68,581,4-5,"The FC Red Bull Salzburg app offers exclusive content for fans and stadium visitors.In addition to the essential features of a top club app, like live scores, News, the standings and many more, the application includes Augmented Reality-Features as well as innovative functions, like Stadium Vision.All stadium visitors can enjoy LIVE-Features, which can only be used within the Red Bull Arena. Instant Replay of all important scenes and detailed player statistics make your stadium visit the perfect experience.https://www.redbullsalzburg.at/en/imprint",0.18,0.0612244897959183,0.12,0.7490473,"The FC Red Bull Salzburg app offers exclusive content for fans and stadium visitors.In addition to the essential features of a top club app, like live scores, News, the standings and many more, the application includes Augmented Reality-Features as well as innovative functions, like Stadium Vision.All stadium visitors"
trimmer.story.com.storytrimmer,{},4.2178216,163,2022-09-03 07:59:37.091895,"Story Cutter for Instagram is an awesome tool that allows you to record or select videos of any length and convert them into 10 second segments that can then be uploaded to Instagram, Snapchat, WhatsApp, Twitter or Facebook stories.<br><br>With this tool you will no longer have to worry about tediously recording and uploading over and over again to create the videos you want. <br><br>Ideal for content creators and film enthusiasts who need to create longer videos for Stories on multiple platforms.","Upload long videos to Instagram, Snapchat, WhatsApp, Twitter & Facebook stories",trimmer.story.com.storytrimmer,3.7.7,34,79,502,4-5,"Story Cutter for Instagram is an awesome tool that allows you to record or select videos of any length and convert them into 10 second segments that can then be uploaded to Instagram, Snapchat, WhatsApp, Twitter or Facebook stories.With this tool you will no longer have to worry about tediously recording and uploading over and over again to create the videos you want. Ideal for content creators and film enthusiasts who need to create longer videos for Stories on multiple platforms.",0.1956521739130435,0.1111111111111111,0.1739130434782609,0.6300845,"Story Cutter for Instagram is an awesome tool that allows you to record or select videos of any length and convert them into 10 second segments that can then be uploaded to Instagram, Snapchat, WhatsApp, Twitter or Facebook stories. Ideal for content creators and film enthusiasts who need to create longer videos for Stories on multiple platforms."
com.fleurametz.mobile.xlflor,{},4.6,0,2024-03-28 16:55:37.221137,"XL Flor is a reliable partner for wholesale companies in flowers, plants and hardware. <br>Get direct access to a wide and deep selection and order fast and fresh in large quantities. <br>With the XL Flor app for phone as well as tablet, you always have direct access to a wide selection of daily fresh products. <br>You can also view orders, top up or create new orders from any location: on the road, from your holiday destination, the shop, or from the comforts of your own home. <br>The XL Flor app offers everything wholesale companies need for quick and easy stock management. <br>Are you already a XL Flor customer and do you normally place orders through the webshop on your computer? Just simply log on using the same login details<br>Not an online customer yet? When you have downloaded the app, you will immediately see the option to register as new customer on the login page. <br>The explanation and tutorial will follow after you have logged in. <br><br>• Easy navigation through the complete selection<br>• Easy filtering to get straight to the desired product<br>• View previous orders, repeat or create new orders<br>• Fast ordering",The XL Flor App offers everything you need as a wholesaler.,com.fleurametz.mobile.xlflor,8.0.8,28436161,59,1149,4-5,"XL Flor is a reliable partner for wholesale companies in flowers, plants and hardware. Get direct access to a wide and deep selection and order fast and fresh in large quantities. With the XL Flor app for phone as well as tablet, you always have direct access to a wide selection of daily fresh products. You can also view orders, top up or create new orders from any location: on the road, from your holiday destination, the shop, or from the comforts of your own home. The XL Flor app offers everything wholesale companies need for quick and easy stock management. Are you already a XL Flor customer and do you normally place orders through the webshop on your computer? Just simply log on using the same login detailsNot an online customer yet? When you have downloaded the app, you will immediately see the option to register as new customer on the login page. The explanation and tutorial will follow after you have logged in. • Easy navigation through the complete selection• Easy filtering to get straight to the desired product• View previous orders, repeat or create new orders• Fast ordering",0.1094527363184079,0.050251256281407,0.0796019900497512,0.73451763,"XL Flor is a reliable partner for wholesale companies in flowers, plants and hardware. With the XL Flor app for phone as well as tablet, you always have direct access to a wide selection of daily fresh products. You can also view orders, top up or create new orders from any location: on the road,"
