description_html_clean,extracted_text,description_short,generated_about,rouge1_score,rouge2_score,rougeL_score
"Mosque Door Lock is an awesome easy to use user friendly lock screen  for all Muslim we as a Muslim say our prayers five time a day go to the mosque but most of them do not know mosque entrance prayer and we forget often when we enter the mosque so by remembering this by heart we are going to introduce such a wonderful lock that contains a door lock look like a real mosques door and its lock. If you are a Muslim and love with Mosques and your religion is Islam, then you surely want to decorate your home screen with  this mosque Door Lock and the wonderful splendid opening animation of lock with mosque entrance prayer Screen Lock also contain custom setting feature whenever you want to enable it you can do. BestFeatures:* Beautiful HD awesome Graphics* Enable / Disable lock custom setting menu.* Android Smartphone screen nearly all compatible* Date and Time* Battery Status* Mosque Entering prayer* Masjid Door Entrance pray(Dua)**** How to USE LOCK****Enable the lock app from settings. Touch the door in to the center button circle & let the door be opened.","Mosque Door Lock is an easy-to-use lock screen designed for Muslims who pray five times a day and often forget the mosque entrance prayer. This app features a door lock that resembles a real mosque door, helping users remember the prayer when entering the mosque. It offers a beautiful home screen decoration with a splendid opening animation and includes a custom setting feature. 

Best Features:
* Beautiful HD graphics
* Enable/Disable lock custom setting menu
* Date and Time display
* Battery Status
* Mosque entering prayer
* Masjid Door Entrance prayer (Dua) 

To use the lock, enable the app from settings and touch the door in the center button circle to open it.",Best screen lock with mosque door look like real door with entrance prayer,Mosque Door Lock: A prayer reminder lock screen for Muslims.,0.4347826086956522,0.09523809523809525,0.2608695652173913
"Write your name in hieroglyphs!This app translaterates from modern letters to the Old Egyptian hieroglyphs. Note that this app translates sounds of words, not necessarily meaning!Transliteration is based on Manuel de Codage, the de facto standard for hieroglyph transliteration.","Write your name in hieroglyphs! This app transliterates from modern letters to the Old Egyptian hieroglyphs. Note that this app translates sounds of words, not necessarily meaning! Transliteration is based on Manuel de Codage, the de facto standard for hieroglyph transliteration.",Write your name in hieroglyphs! - Hieroglyphic transliteration from English,"""Write your name in hieroglyphs!""",0.7142857142857143,0.6666666666666666,0.7142857142857143
New islamic HD wallpapers apps best quality for your android smartphoneFeatures : - Many Collections- Best HD Quality- Mosque wallpapers around the world- Ramadan Wallpapers- Small size,"New Islamic HD Wallpapers app offers the best quality wallpapers for your Android smartphone. It features many collections, best HD quality images, mosque wallpapers from around the world, Ramadan wallpapers, and has a small size.",Ramadan wallpapers - islamic background with best hd quality,New Islamic HD Wallpapers: High-quality mosque and Ramadan wallpapers for your Android smartphone.,0.45454545454545453,0.1,0.2727272727272727
" Flowers Keyboard - Are you want amazing customize keyboard? Then Use flowers keyboard to customize your keyboard.The new  Flowers Keyboard will change the background of your keyboard with a unique design and amazing powerful colors. With this  flower keyboard you can personalize your smartphone keyboard as you want. Try one design and see how  flower keyboard can transform your phone!This beautiful keyboard(typewrite) skin is specially designed for people who loves Pink Flowers Keyboard.We are sure you like Flowers, that is why we have created this sweet and lovable keyboard theme: Lovely Flowers Keyboard Theme!An awesome way to turn a plain keyboard into a beautiful and unique one. How To Install: Download "" My Photo Keyboard "" from google play store and enable my photo keyboard on your mobile and set my photo keyboard as default keyboard before using flowers keyboard. Download ""Flowers  Keyboard"" from play store and open application click on set theme and apply different cute Flowers themes. Flowers Keyboard is a Flowers font style keyboard apply in your phone keyboard with any kind of message to used flowers keyboard characters.Flowers Keyboard apply in your whole phone keyboard images and work like a Flowers font in keyboard.Cute Flowers Keyboard Skins app features: Amazing keyboard app. High quality app graphics. Glowing accessory for your device. Beautiful stickers, symbols, and emojis available. fancy text fonts and key designs.Thanks for Download!","Flowers Keyboard - Are you looking for an amazing customizable keyboard? Use Flowers Keyboard to personalize your smartphone keyboard with unique designs and powerful colors. This beautiful keyboard skin is specially designed for those who love pink flowers. Transform your plain keyboard into a beautiful and unique one with the Lovely Flowers Keyboard Theme! Flowers Keyboard features high-quality graphics, glowing accessories, beautiful stickers, symbols, emojis, fancy text fonts, and key designs.",An awesome way to turn a plain keyboard into a beautiful Flowers Keyboard.,Flowers Keyboard - Personalize your smartphone keyboard with unique designs and powerful colors.,0.24000000000000002,0.08695652173913043,0.16
"**Please note, to access all the features on the app you will need to allow all the requested permissions. You are more than welcome to deny permissions however please be aware, due to Google's rules, things like attachments won't open if you deny permission to access photo, media and files on your device for example. If you have any queries regarding the permissions we request, please contact support@eschools.co.uk and we'll be happy to answer them.**If your school uses eSchools, download our app to gain access to a number of your account features. Communicate with others in your school community through messages, receive text notifications from the school office and view letters that have been sent home. Students and parents can keep on top of deadlines thanks to the new homework diary feature as well as being able to track the attendance records for the current academic year. The contact details of the school are also easily accessible. Please note your school has to be an existing eSchools subscriber to use this App.","Download the eSchools app to access various features of your school account. Communicate with your school community through messages, receive notifications from the school office, and view letters sent home. Students and parents can manage deadlines with the homework diary feature and track attendance records for the current academic year. Contact details for the school are also easily accessible. Please note that your school must be an existing eSchools subscriber to use this app.",Access a number of the key features from the eSchools platform on your phone.,"eSchools: Connect, Communicate, and Manage School Life",0.09523809523809523,0.0,0.09523809523809523
"TRY WORD NUT & DOWNLOAD the best word games FREE!Word Nut has exciting word games Free, Word Nerds! Word Nut starts as an easy word game and gets harder as you level up! ENJOY WORD CROSSING GAMEPLAY!- Connect letters in any direction to form the hidden word matches!- Find as many words as possible to level up and earn bonus rewards!- Fill in every word in the crossword! Earn bonus coins when you discover hidden words!- Can't figure out the word jumble? Use coins to get a special hint and win the level!FEATURES:- Daily bonus coins for free hints!- Daily Challenge gives you more free word games, more free bonus coins and more FUN EVERY DAY!- Over 1000+ Levels to play word games free!- Free 500 coins at the first word game login.- Easy to play and difficulty increases as you go! - Play OFFLINE or ONLINE to train your brain - anytime, anywhere.- Word Nut is the best free word game!- For word games free single player mode, download Word Nut's Free Word Game Now!Get Word Nut for the best word games free for word game fans, word search addicts, crossword and more!Play word games now in Word Nut - it's so addictive and nutty fun!The prizes in this word game are not exchangeable for real-world money or prizes. Having an issue with these free word games for android? For immediate support, contact us at support@superfree.com Thanks!","TRY WORD NUT & DOWNLOAD the best word games FREE! Word Nut has exciting word games Free, Word Nerds! Word Nut starts as an easy word game and gets harder as you level up! 

ENJOY WORD CROSSING GAMEPLAY! - Connect letters in any direction to form the hidden word matches! - Find as many words as possible to level up and earn bonus rewards! - Fill in every word in the crossword! Earn bonus coins when you discover hidden words! - Can't figure out the word jumble? Use coins to get a special hint and win the level!

FEATURES: - Daily bonus coins for free hints! - Daily Challenge gives you more free word games, more free bonus coins and more FUN EVERY DAY! - Over 1000+ Levels to play word games free! - Free 500 coins at the first word game login. - Easy to play and difficulty increases as you go! - Play OFFLINE or ONLINE to train your brain - anytime, anywhere. - Word Nut is the best free word game! - For word games free single player mode, download Word Nut's Free Word Game Now! 

Get Word Nut for the best word games free for word game fans, word search addicts, crossword and more! Play word games now in Word Nut - it's so addictive and nutty fun!",PLAY WORD GAMES in Word Nut - Crossword Word Games! Play Word Game Puzzles NOW!,"""Word Nut: The Best Free Word Game with Exciting Challenges!""",0.3333333333333333,0.18181818181818185,0.3333333333333333
"Let’s bring the bank to YOU! The FAB Mobile app puts the power of the bank in your hand. Spend, save and stay on top of your everyday banking from just about anywhere. DOWNLOAD. REGISTER. DONE!If you’re a FAB customer or using the app on a new device, here’s how you can get started once you download the app:•	Tap ‘Already a customer’ and enter your credit or debit card number or customer number•	Tap and scan your Emirates ID•	Do the face scan as prompted – to ensure that only you have access to your account•	You’re done! Now you can start banking anywhere, anytime.    NEW CUSTOMER? NO PROBLEM!Start your journey with FAB right from your living room. Simply download the app and open an account, get a credit card or get approved for a personal loan – without stepping into a branch. You only need an Emirates ID.  YOUR MONEY. YOUR WAY.We know you value your time, so we’ve made sure you can do a whole lot of your banking, whenever you want. Here are some of things you can do:•	View your balance and e-statements•	Activate your card•	Pay your utility bills•	Get an Easy Payment Plan •	Sign up for Islamic accounts•	Earn and redeem FAB Rewards•	Start an iSave and enjoy a higher rate of interest•	Upload your account documents – passport, visa, Emirates ID•	Login with Fingerprint or Face ID•	Locate your nearest FAB branch or ATM•	Enjoy free and instant transfers to India, Pakistan, Sri Lanka and Philippines •	Enjoy exciting offers and exclusive discounts","Let’s bring the bank to YOU! The FAB Mobile app puts the power of the bank in your hand. Spend, save and stay on top of your everyday banking from just about anywhere. If you’re a FAB customer or using the app on a new device, you can get started once you download the app by entering your credit or debit card number or customer number, scanning your Emirates ID, and completing a face scan for security. 

New customers can start their journey with FAB right from their living room by downloading the app to open an account, get a credit card, or get approved for a personal loan without stepping into a branch. You only need an Emirates ID. 

We know you value your time, so we’ve made sure you can do a whole lot of your banking whenever you want. Here are some of the things you can do: view your balance and e-statements, activate your card, pay your utility bills, get an Easy Payment Plan, sign up for Islamic accounts, earn and redeem FAB Rewards, start an iSave and enjoy a higher rate of interest, upload your account documents, login with Fingerprint or Face ID, locate your nearest FAB branch or ATM, and enjoy free and instant transfers to India, Pakistan, Sri Lanka, and the Philippines.","Spend, save and stay on top of your everyday banking from just about anywhere.","""FAB Mobile: Your Bank in Your Hand""",0.19047619047619047,0.0,0.19047619047619047
"Quick look: Pocket SQS is Singlife's online Service Quotation System (SQS) which allows all Financial Advisers Representatives (IFAs) to generate quick and transparent quotations for their clients. It can be accessed anytime - on the move or in the office on your tablet, smart phone or personal computer. Details: Pocket SQS can provide quick online quotes for a wide range of Singlife’s Life products such as Term Protection, Savings/Retirements, Whole Life Protection, Long Term Care Insurance. Special care has been taken to enable rider attachment, so your clients can receive comprehensive coverage at your finger tips. Upon generation of the Policy Illustration, Financial Adviser Representatives can share it with their clients through email and/or print. It can be sent easily through your tablet, smart phone or personal computer. Alternatively, you may save the information in your profile and attend to it later. Pocket SQS is also a resource hub, where Financial Adviser Representatives can find up-to-date forms, sales kits and customer brochures. With its ergonomic design and easy accessibility through Singlife Online, www.Singlife.com, SQS generation has never been more convenient.","Pocket SQS is Singlife's online Service Quotation System (SQS) that enables Financial Advisers Representatives (IFAs) to generate quick and transparent quotations for their clients. Accessible anytime on tablets, smartphones, or personal computers, Pocket SQS provides online quotes for a variety of Singlife’s Life products, including Term Protection, Savings/Retirement, Whole Life Protection, and Long Term Care Insurance. It allows for rider attachment to offer comprehensive coverage. Financial Adviser Representatives can easily share Policy Illustrations with clients via email or print, and save information for later use. Additionally, Pocket SQS serves as a resource hub for up-to-date forms, sales kits, and customer brochures, all designed for convenient access through Singlife Online.",Pocket SQS is Singlife's online Service Quotation System (SQS),Pocket SQS: Singlife's online Service Quotation System for Financial Advisers.,0.761904761904762,0.631578947368421,0.761904761904762
"Solve puzzles and unlock hidden picturesHome Cross (also known as Nonograms, Picross, Hanjie or Griddlers) is a brand new Sudoku-like puzzle game. You just solve each logic puzzle to unlock the amazing home-themed pictures.What are you waiting for? Make yourself at home! Features--Tons of manually designed levels--Over 2000 free, funny and brain training levels inside --Easy to learn, hard to master--Tons of hidden pictures to unlock--Playing the game with your friends","Home Cross (also known as Nonograms, Picross, Hanjie or Griddlers) is a brand new Sudoku-like puzzle game. You just solve each logic puzzle to unlock the amazing home-themed pictures. 

Features:
- Tons of manually designed levels
- Over 2000 free, funny and brain training levels inside
- Easy to learn, hard to master
- Tons of hidden pictures to unlock
- Playing the game with your friends",Solve puzzles and unlock hidden pictures,Home Cross: A Sudoku-like puzzle game to unlock amazing home-themed pictures.,0.3157894736842105,0.0,0.3157894736842105
"Hey, HOMii! Tired of the commute? Looking for that perfect Urban living space to enjoy more of the city life? Look no further - HOMii's got your back!HOMII is a trendy, residential facility that will breathe new life into the cities. Poised as the next generation's urban living space, HOMII supports the new social and active community lifestyle. Choice and affordability are at the heart of our offering, aimed at inspiring a perfect balance of work and play in our inner cities.You can now use the app to:•  Loading of sharers•  Monthly Bookings•  Daily Bookings•  Provisional Bookings•  Availability search by Map•  Manage Visitors•  Get your proof of residence•  Property Directions•  Check-in•  Renew your bookings•  Setup Auto-Renewals for your booking•  View your utility usage•  Top up your utility wallet•  Update your profile•  View notification history•  View HOMii contact details•  Manage credit and debit cards•  Instant EFT Payment•  HOMii Assist for maintenance issuesWith 24-hour security and trendy finishes – HOMii living is like no other!Live // Work // Play in the city!","HOMii is a trendy, residential facility that will breathe new life into the cities. Poised as the next generation's urban living space, HOMii supports the new social and active community lifestyle. Choice and affordability are at the heart of our offering, aimed at inspiring a perfect balance of work and play in our inner cities. 

With 24-hour security and trendy finishes – HOMii living is like no other! Live // Work // Play in the city!",Looking for that perfect Urban living space? Look no further than HOMii!,HOMii: Live // Work // Play in the city!,0.2105263157894737,0.0,0.10526315789473685
"PLEASE NOTEThis app requires you to sign in using interviewer credentials for the Nfield CAPI for Android data collection platform.INTRODUCTIONNfield CAPI for Android is the face-2-face interviewing app for NIPO’s Nfield data collection platform. Nfield is the leading survey solution for the market research. Every day over 10,000 interviewers worldwide use an Nfield product to conduct market research surveys.Nfield CAPI includes everything required for interviewers to manage and complete any interviews assigned to them by a market research company.Nfield CAPI was designed to support tablets using Android 8.1 or later, although we recommend using more recent version of Android. For guidance on the best device options, please check our device guidance: https://www.nipo.com/select-the-right-devices-for-your-capi-projects","Nfield CAPI for Android is the face-to-face interviewing app for NIPO’s Nfield data collection platform. Nfield is the leading survey solution for market research, with over 10,000 interviewers worldwide using an Nfield product daily to conduct market research surveys. Nfield CAPI includes everything required for interviewers to manage and complete any interviews assigned to them by a market research company.","Nfield CAPI, the face-2-face interview app for Nfield",Nfield CAPI: Face-to-Face Interviewing App for Market Research,0.7,0.4444444444444444,0.7
"Whether you are a fleet manager or driver, maximize your travels with the Harnois Énergies application, which will guide you through our different refuelling points. It includes information on each of our refuelling point business hours, services offered, as well as payment methods accepted. Have a safe trip!","Harnois Énergies application helps fleet managers and drivers maximize their travels by guiding them to various refuelling points. It provides information on business hours, services offered, and accepted payment methods at each refuelling location. Have a safe trip!",Harnois Énergies will guide you through our different refuelling points,Harnois Énergies: Maximize your travels with guided refuelling points.,0.5263157894736842,0.23529411764705882,0.5263157894736842
"Handy is the easiest way to book trusted home cleaners and handymen, covering over 20 cities in the US, Canada, and the UK.Just tell us what you need and when you need it, then pay securely right from your phone.Stay tuned for v2.0, which will support rescheduling and canceling bookings, checking the progress of your booking, and rating your professional.Why Handy?• Trusted professionals. Handy professionals are experienced, friendly, background-checked, and insured.• Next-day availability. Appointments are available 7 days per week.• Money-back guarantee. If you’re not 100% satisfied with our work, we’ll refund your money. No questions asked.• 24/7 customer service.• Affordable pricing that includes tax & tip.Let Handy take care of your home service needs so you can get back to the things you love most!Handy professionals provide the following services:• Home cleaning and office cleaning• Handyman services including hanging pictures and shelves, installing air conditioners, moving help, mounting TVs, interior painting, installing window treatments, and installing knobs and locks• Plumbing services including drains, faucets, toilets, and garbage disposals• Electrical services including light fixtures, fans, and outlets","Handy is the easiest way to book trusted home cleaners and handymen, covering over 20 cities in the US, Canada, and the UK. Just tell us what you need and when you need it, then pay securely right from your phone. Handy professionals provide services such as home cleaning, handyman tasks, plumbing, and electrical services.",Handy is the easiest way to book trusted home cleaners and handymen.,Handy: The easiest way to book trusted home cleaners and handymen.,0.9565217391304348,0.8571428571428572,0.9565217391304348
"Comprehensive solution for Residential, Commercial, and Affordable Rental Housing Property Managers.We at Property360Degree, provide you branded property management solutions that can help to attract more owners and manage small to large portfolios at ease. Grow your revenue and increase your customer satisfaction with our end-to-end cross-platform (mobile and web) technology stack. Online portal and branded mobile app for your Owners, Tenants, Vendors and your internal team members makes your life easy to run a scalable & successful business with our one-stop solution.Property360degree is designed to work for major countries across the globe. We would love to have a chat with you, reach out to us today:Email us : info@property360degree.com visit: www.property360degree.com","Property360Degree is a comprehensive solution for Residential, Commercial, and Affordable Rental Housing Property Managers. We provide branded property management solutions that help attract more owners and manage small to large portfolios with ease. Our end-to-end cross-platform technology stack enhances revenue growth and customer satisfaction. The online portal and branded mobile app for Owners, Tenants, Vendors, and internal team members simplify the management of a scalable and successful business. Property360Degree is designed to work for major countries across the globe.","Simple Property Management App that helps to manage owners, tenants & vendors.",Property360Degree: Comprehensive Property Management Solution for All Housing Types,0.19999999999999998,0.11111111111111112,0.19999999999999998
"QmanagerEver wanted to monitor and manage your QNAP Turbo NAS with your Android mobile device? The free Qmanager app is the perfect answer. Prerequisites: - Android 8.0 or later - QNAP NAS running firmware V4.0 or later - Best resolution: 480 x 800Major features of Qmanager:- Monitor your system information, such as CPU usage, memory usage, system event info, online user…- Check your download station, backup task info.  You also can manage the download task or backup task remotely.  You can pause  or run the task.- Turn on/off application services via Qmanager with one simple click.- Check connection status or the current online users to prevent invasion.- Restart or shutdown the Turbo NAS remotely.- Use “Find My NAS” to let your NAS turn on the “Beep” sound.- WOL (Only support on Local Network)","Qmanager

Ever wanted to monitor and manage your QNAP Turbo NAS with your Android mobile device? The free Qmanager app is the perfect answer. 

Major features of Qmanager:
- Monitor your system information, such as CPU usage, memory usage, system event info, online user.
- Check your download station, backup task info, and manage tasks remotely.
- Turn on/off application services with one simple click.
- Check connection status or current online users to prevent invasion.
- Restart or shutdown the Turbo NAS remotely.
- Use “Find My NAS” to let your NAS turn on the “Beep” sound.
- WOL (Only support on Local Network).",Monitor and manage your QNAP NAS with your Android mobile device.,Qmanager: Monitor and manage your QNAP Turbo NAS from your Android device.,0.7826086956521738,0.47619047619047616,0.7826086956521738
Video and channel views are the most important indicator of video interest. Share your videos with others. For novice bloggers. You can get more views for your channel.,Video and channel views are the most important indicator of video interest. Share your videos with others. For novice bloggers. You can get more views for your channel.,The best way to view Your channel.,"""Get more views for your channel.""",0.4615384615384615,0.1818181818181818,0.4615384615384615
"Better Life Kids is a safe, free streaming video app for Kids. Instantly stream curated Arabic Christian content for your child, with 100s of episodes and songs to teach them biblical values, bible verses, worship songs and more. We aim to help your child grow deep with God through fun ways! Enjoy watching with them on phone, or tablet.Download the app now, and never feel sorry about the screen time.","Better Life Kids is a safe, free streaming video app for Kids. Instantly stream curated Arabic Christian content for your child, with 100s of episodes and songs to teach them biblical values, bible verses, worship songs, and more. We aim to help your child grow deep with God through fun ways! Enjoy watching with them on phone or tablet. Download the app now, and never feel sorry about the screen time.","Better Life Kids is a safe, free streaming video app for Kids.","Better Life Kids: A safe, free streaming video app for Kids with curated Arabic Christian content.",0.7857142857142857,0.6923076923076923,0.7857142857142857
"More than a dating app, we are a Relationship Platform. A platform to find meaningful connections based on shared Moods, Interests, and Astrological compatibility.#Life is short, make it worth remembering.","More than a dating app, we are a Relationship Platform. A platform to find meaningful connections based on shared Moods, Interests, and Astrological compatibility. Life is short, make it worth remembering.","A Relationship platform, for the best of us!",Relationship Platform for Meaningful Connections,0.4615384615384615,0.36363636363636365,0.4615384615384615
"The BeerTasting app for your smartphone!BeerTasting is your guide through the chaotic beer jungle! Need help with your beer selection? Or you want to discover new beers and never forget a good beer again? Then BeerTasting is the right place for you!Become part of the largest German-language BeerTasting community with over 222,000 recorded beers and millions of reviews.How it works:Scan - scan beer (bottle or can) ean barcode: Beer is automatically recognized.Insights - Information about beer, brewery and ratings: Compare beers and always find the best beer!Rate - Your opinion counts! Rate beers, write reviews and never forget a good beer again!Community - Network with your friends or like-minded beer geeks - Check the reviews and ratings of the community and stay up to date with the news and activity feeds!","The BeerTasting app for your smartphone! BeerTasting is your guide through the chaotic beer jungle! Need help with your beer selection? Or you want to discover new beers and never forget a good beer again? Then BeerTasting is the right place for you! Become part of the largest German-language BeerTasting community with over 222,000 recorded beers and millions of reviews. 

How it works: Scan - scan beer (bottle or can) ean barcode: Beer is automatically recognized. Insights - Information about beer, brewery and ratings: Compare beers and always find the best beer! Rate - Your opinion counts! Rate beers, write reviews and never forget a good beer again! Community - Network with your friends or like-minded beer geeks - Check the reviews and ratings of the community and stay up to date with the news and activity feeds!","Scan, taste, rate and compare your beer with other BeerTasters!",BeerTasting: Your guide through the chaotic beer jungle!,0.33333333333333326,0.0,0.22222222222222224
"The Google One app lets you automatically back up your phone and manage your Google cloud storage.  • Automatically back up the important things on your phone, such as photos, contacts and messages using your 15 GB of storage that comes with every Google Account. If you break, lose or upgrade your phone, you can restore everything to your new Android device.  • Manage your existing Google Account storage across Google Drive, Gmail and Google Photos.  Upgrade to a Google One membership to get even more:  • Get as much storage as you need for your important memories, projects and digital files. Choose the plan that works best for you.","The Google One app lets you automatically back up your phone and manage your Google cloud storage. Automatically back up the important things on your phone, such as photos, contacts, and messages using your 15 GB of storage that comes with every Google Account. If you break, lose, or upgrade your phone, you can restore everything to your new Android device. Manage your existing Google Account storage across Google Drive, Gmail, and Google Photos. Upgrade to a Google One membership to get even more: Get as much storage as you need for your important memories, projects, and digital files. Choose the plan that works best for you.","Cloud storage, automatic phone backup, and more.",Google One: Backup and manage your Google cloud storage.,0.5,0.28571428571428575,0.25
The Official App for Xiptv Which allows you to watch too many Channels around the world only with the internet and also it allows you to watch the newest Films And Series With A huge library of Films and Series Updated frequently.,"The Official App for Xiptv allows you to watch numerous channels from around the world using the internet. It also provides access to the latest films and series, featuring a large library that is updated frequently.","The Application ""Xiptv"" For Android TV, Android Phone, and Android Tab",The Official App for Xiptv: Watch global channels and access a large library of films and series.,0.2857142857142857,0.0,0.21428571428571427
"Sakshi.com, the online Telugu news portal from the Sakshi Media Group, brings you news as it breaks, from across the world. Catch events as they unfold in politics, business, crime, sports, science, entertainment and technology, covered by our network of seasoned and committed journalists.  Sakshi Android Mobile App a user-friendly mobile application gets you in-depth coverage and follow-up stories from a battery of veteran journalists - on local, national and international events; on moments that make and mar history; on a smart, cool site designed for people on the move and others across all ages and interests.Download the Sakshi Mobile app to keep you updated on Latest Telugu News from Andhra Pradesh, Telangana and from across the world.Sakshi Telugu Mobile App offersLatest News from all corners of Andhra Pradesh, TelanganaPolitical news in Telugu from Andhra Pradesh, Telangana, India and across the world and from political parties including YSRCP, TDP, Jana Sena, Congress, BJP, TRS, etcTelugu Movie News updates, Telugu Movie ReviewsFeatures: •	News by the minute: Breaking news, latest updates and videos across various categories including Politics, Entertainment, Movies, Sports, Business, •	 Get all the local news from Andhra Pradesh and Telangana•	 Breaking news notifications•	 Watch Sakshi TV Live on the move•	 Android app allows you to be a citizen journalist and share photos and videos from your device with the Sakshi app•	Text to speech in articles to listen news•	Voice Search in search pageFollow us onFacebook: https://www.facebook.com/SakshinewsTwitter: https://twitter.com/sakshinewsInstagram: https://www.instagram.com/sakshinews/","Sakshi.com, the online Telugu news portal from the Sakshi Media Group, brings you news as it breaks from across the world. The Sakshi Android Mobile App is a user-friendly application that provides in-depth coverage and follow-up stories from veteran journalists on local, national, and international events. It is designed for people on the move and offers the latest Telugu news from Andhra Pradesh, Telangana, and beyond. 

Sakshi Telugu Mobile App features include:
- Breaking news, latest updates, and videos across various categories including Politics, Entertainment, Movies, Sports, and Business.
- Local news from Andhra Pradesh and Telangana.
- Breaking news notifications.
- Live streaming of Sakshi TV.
- Citizen journalism capabilities allowing users to share photos and videos.
- Text-to-speech functionality for articles.
- Voice search on the search page.",Sakshi Telugu News Mobile App gets you in-depth coverage and follow-up stories,Sakshi Telugu Mobile App: Your go-to source for breaking news and in-depth coverage in Telugu.,0.5806451612903226,0.27586206896551724,0.45161290322580644
"In this game, you have to know about geography.What country has more population?Which country has the largest area?What country has more coastline?In this quiz, all the countries of the world appear.Just your brain and our quizzes. No need to wait for other players' replies!","In this game, you have to know about geography. What country has more population? Which country has the largest area? What country has more coastline? In this quiz, all the countries of the world appear. Just your brain and our quizzes. No need to wait for other players' replies!",It’s the perfect quiz to kill time Higher Lower Game Geography,"""Geography Quiz: Test Your Knowledge of Countries!""",0.2105263157894737,0.0,0.10526315789473685
"Toppers Choice is an online platform for managing its coaching institutes. It also comes with an integrated students attendance and student fees management tool on the app. Personalised student analysis and detailed reports on performance can be done on the software and on the app. The latest technology has been integrated in this tuition classes and coaching classroom management platform. All this comes with a beautiful and simple designed interface loved by students, parents and their tutors.","Toppers Choice is an online platform for managing coaching institutes, featuring an integrated student attendance and fees management tool. It allows for personalized student analysis and detailed performance reports. The app utilizes the latest technology in tuition class and coaching management, all presented in a beautifully designed interface that is appreciated by students, parents, and tutors.",Connect with Toppers Choice in an efficient and transparent manner,Toppers Choice: An online platform for managing coaching institutes with integrated student attendance and fees management.,0.38461538461538464,0.08333333333333334,0.3076923076923077
"Find the Words is an addictive word search puzzle game where you need find words from different categories. It's an exciting way to train your memory, expand vocabulary and improve spelling skills.How to playConnect letters on the board to find words. You can move horizontally and vertically after each letter, so the geometric shape of the word can be complex making this word search quite challenging. The game consists of categories of levels (topics). Each category starts with easy levels, but the further you go, the more difficult they become. When you get stuck and can't find a word - use a hint!Features Different categories of levels (animals, fruits, countries, cities, etc.) Daily task with double reward Leaderboard and achievements Pleasant sounds No WIFI? Play this word search offline anytime, anywhere! Support for other languages: German, Polish, Italian, Portuguese, Spanish, Ukrainian, FrenchIf you are a lover of crosswords and word search puzzle games, then you will enjoy Find the Words for sure. Have a nice game!","Find the Words is an addictive word search puzzle game where you need to find words from different categories. It's an exciting way to train your memory, expand vocabulary, and improve spelling skills. 

Connect letters on the board to find words, moving horizontally and vertically after each letter. The game consists of categories of levels (topics) that start easy and become more difficult as you progress. Use hints if you get stuck! 

Features include different categories (animals, fruits, countries, cities, etc.), daily tasks with double rewards, a leaderboard and achievements, pleasant sounds, and offline play. The app supports multiple languages: German, Polish, Italian, Portuguese, Spanish, Ukrainian, and French. If you love crosswords and word search puzzle games, you'll enjoy Find the Words!",Show your skills and find all the words in this word search puzzle game!,Find the Words: An addictive word search puzzle game to train memory and expand vocabulary.,0.5517241379310344,0.29629629629629634,0.4827586206896552
"Re-connect with old classmatesOxford University allows you to both re-connect with old classmates as well as enabling you to utilise the trusted Oxford Alumni Community environment to expand your professional network.Your Oxford Alumni Community CommunityBy fully integrating with social networks, and cultivating a culture of helping and giving back, you will be amazed how vibrant your Oxford Alumni Community community is!","Re-connect with old classmates. Oxford University allows you to both re-connect with old classmates as well as enabling you to utilise the trusted Oxford Alumni Community environment to expand your professional network. By fully integrating with social networks, and cultivating a culture of helping and giving back, you will be amazed how vibrant your Oxford Alumni Community is!","Re-connect with old alumni, give back, and expand your professional network.","""Re-connect with old classmates and expand your professional network in the Oxford Alumni Community.""",0.7407407407407408,0.56,0.6666666666666665
Mexico Flag Live Wallpaper features:- Realistic flag waving animation- Set as Live Wallpaper- Flag animation video recording- Wind strength and direction control- Mexico Flag and country Wiki info- Color painter for flag- Own photo as background- Own photo to make own flag- Overlay text optionExplore the cultural significance of Mexico flag with our Mexico Flag Live Wallpaper app! Experience an interactive journey into the symbolism and design of the Mexico flag right from your Android device. Dive into learning or simply appreciate the dynamic motion of this iconic flag on your home screen. Our app offers a range of features designed to enhance your understanding and customization options.,"Mexico Flag Live Wallpaper features a realistic flag waving animation, the ability to set it as a live wallpaper, record flag animation videos, control wind strength and direction, access Mexico flag and country Wiki info, use a color painter for the flag, set your own photo as a background, create a custom flag with your own photo, and overlay text options. 

Explore the cultural significance of the Mexico flag with our app! Experience an interactive journey into the symbolism and design of the Mexico flag right from your Android device. Dive into learning or simply appreciate the dynamic motion of this iconic flag on your home screen. Our app offers a range of features designed to enhance your understanding and customization options.",Mexico Flag Live Wallpaper and flag animation video recorder,Mexico Flag Live Wallpaper: Experience a dynamic and customizable representation of the Mexico flag with interactive features and educational insights.,0.41379310344827586,0.22222222222222218,0.41379310344827586
